0,1_x,2_x,3_x,4_x,5_x,6,7,1_y,2_y,1,2,3_y,4_y,5_y
NAME,S1701_C03_001E,S2701_C03_001E,S1901_C01_012E,S1501_C01_005E,S1501_C01_012E,S1501_C01_001E,S1501_C01_006E,DP03_0009PE,DP03_0021PE,B19057_002E,B19057_001E,B25077_001E,B25064_001E,ucgid
Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Estimate!!Percent Insured!!Civilian noninstitutionalized population,Estimate!!Households!!Median income (dollars),Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!Total:!!With public assistance income,Estimate!!Total:,Estimate!!Median value (dollars),Estimate!!Median gross rent,Geography
"St. Joseph County, Indiana",13.9,91.5,65751,4046,35917,31957,177774,4.9,1.3,1151,106607,195000,1077,0500000US18141
"Tippecanoe County, Indiana",17.8,95.5,60762,6889,25352,44977,105669,2.8,2.5,1058,76240,246800,1131,0500000US18157
"Vanderburgh County, Indiana",13.5,94.2,60459,1645,21312,17488,123255,3.8,1.2,1919,77472,187300,938,0500000US18163
"Vigo County, Indiana",20.8,93.0,47659,1657,11318,16019,68759,6.6,0.5,1327,42219,142800,927,0500000US18167
"Warrick County, Indiana",10.7,96.6,85260,1656,11064,4893,46506,2.9,0.0,77,25278,262200,1021,0500000US18173
"Wayne County, Indiana",19.0,86.9,51798,777,5283,6894,45089,8.1,0.1,663,26843,136100,825,0500000US18177
"Black Hawk County, Iowa",14.2,95.0,59707,3074,16268,18173,84166,3.5,0.1,629,53791,180100,942,0500000US19013
"Dallas County, Iowa",7.4,96.6,97895,2672,21723,8366,73562,2.3,0.0,371,44043,351100,1430,0500000US19049
"Dubuque County, Iowa",9.2,97.0,71940,1748,14377,8849,68189,2.2,1.4,356,42889,231700,868,0500000US19061
"Johnson County, Iowa",16.3,94.6,71563,5794,28413,32361,94942,2.2,5.1,1199,64076,310700,1089,0500000US19103
"Linn County, Iowa",9.9,96.2,72279,1845,37743,20508,157480,3.2,0.8,1372,96058,222900,942,0500000US19113
"Polk County, Iowa",11.7,94.2,78979,6850,92935,45076,338655,3.3,0.5,3176,207757,271300,1137,0500000US19153
"Pottawattamie County, Iowa",12.1,95.5,70640,335,9134,8312,63739,3.4,1.7,851,38289,216200,902,0500000US19155
"Scott County, Iowa",10.2,95.2,76822,2813,28997,14438,120022,3.3,0.2,1310,75239,243000,993,0500000US19163
"Story County, Iowa",16.8,96.5,68527,3452,16455,28509,53827,3.2,2.8,334,38771,260600,991,0500000US19169
"Woodbury County, Iowa",12.7,92.0,64913,1051,9732,11166,68098,2.6,1.7,924,40348,182900,1025,0500000US19193
"Butler County, Kansas",8.8,95.0,74566,478,9888,5524,46333,1.9,0.0,197,25801,222200,992,0500000US20015
"Douglas County, Kansas",13.7,92.5,66997,4971,17847,26064,73419,5.2,2.7,487,51013,305600,1056,0500000US20045
"Johnson County, Kansas",5.3,95.0,102702,12027,152286,49459,428400,2.3,0.2,1560,250337,387700,1427,0500000US20091
"Leavenworth County, Kansas",7.0,94.4,81921,481,11620,6858,56980,2.6,0.0,719,30246,275500,1175,0500000US20103
"Riley County, Kansas",19.6,94.5,62623,3294,10046,24597,35396,4.1,0.2,111,27875,221500,1095,0500000US20161
"Sedgwick County, Kansas",13.7,89.9,66646,6157,71044,50461,347915,3.6,0.7,3844,211238,209700,974,0500000US20173
"Shawnee County, Kansas",12.7,91.7,62512,1722,22321,14733,122407,3.8,0.1,1373,73980,183200,962,0500000US20177
"Wyandotte County, Kansas",16.9,83.2,61766,1847,12821,16149,104602,5.0,1.4,938,62238,177000,1113,0500000US20209
"Boone County, Kentucky",7.7,96.3,87550,2351,22513,12862,92091,3.1,0.3,1047,51702,285600,1397,0500000US21015
"Bullitt County, Kentucky",7.6,97.0,73901,315,7905,6145,60665,3.7,0.0,102,32321,260500,907,0500000US21029
"Campbell County, Kentucky",9.9,94.4,81451,1745,14104,8138,66926,2.9,0.8,931,40425,268500,1292,0500000US21037
"Christian County, Kentucky",17.3,90.6,55458,144,6485,9253,42113,7.6,0.0,226,25768,175300,1032,0500000US21047
"Daviess County, Kentucky",18.6,95.0,61922,704,9160,8438,70103,4.1,0.0,791,42164,200500,904,0500000US21059
"Fayette County, Kentucky",16.0,93.4,66392,8058,59487,43561,210210,4.2,1.4,1645,141680,294300,1145,0500000US21067
"Hardin County, Kentucky",15.8,94.0,63502,571,11617,9308,75776,4.5,0.0,223,45909,237200,952,0500000US21093
"Jefferson County, Kentucky",16.0,94.4,64542,10163,115252,63448,537814,4.5,1.8,7822,331206,250800,1123,0500000US21111
"Kenton County, Kentucky",10.3,96.2,79392,1636,27717,14296,117639,3.1,1.0,1262,67180,251500,1083,0500000US21117
"McCracken County, Kentucky",15.6,95.4,60720,0,7386,4572,48018,1.3,-999999999.0,206,28934,179600,764,0500000US21145
"Madison County, Kentucky",13.0,94.0,65502,2145,13134,15564,61066,3.5,0.0,1108,37672,253100,804,0500000US21151
"Oldham County, Kentucky",6.6,98.2,119553,649,13163,5506,47689,2.4,0.1,362,23415,387500,1032,0500000US21185
"Pulaski County, Kentucky",15.7,93.1,55667,178,3377,4755,46664,4.2,0.0,572,26203,189500,850,0500000US21199
"Warren County, Kentucky",13.7,93.5,61067,2658,18177,21468,87359,3.9,0.5,622,57773,268700,972,0500000US21227
"Ascension Parish, Louisiana",10.2,93.8,90190,1074,14603,9709,87606,3.7,0.4,544,48526,279900,1176,0500000US22005
"Bossier Parish, Louisiana",14.2,91.9,71365,355,12318,11195,87444,4.1,0.4,292,54151,211500,1163,0500000US22015
"Caddo Parish, Louisiana",23.4,92.9,50375,2039,27305,17735,155876,5.7,0.9,1343,98864,170500,996,0500000US22017
"Calcasieu Parish, Louisiana",18.1,93.8,63890,1426,23229,17255,136294,3.4,0.0,569,79222,221500,1081,0500000US22019
"East Baton Rouge Parish, Louisiana",20.2,93.5,59443,6674,65844,65315,282303,6.0,1.5,1805,177309,253300,1131,0500000US22033
"Iberia Parish, Louisiana",21.7,93.6,53352,122,5154,6482,44566,7.8,0.9,393,26439,147500,836,0500000US22045
"Jefferson Parish, Louisiana",17.0,90.1,61085,2979,51432,30729,297835,5.2,0.7,2654,176635,259100,1135,0500000US22051
"Lafayette Parish, Louisiana",17.5,91.0,63116,2382,41145,19473,169993,3.3,0.5,596,102227,244400,972,0500000US22055
"Lafourche Parish, Louisiana",22.3,95.1,55926,416,10460,9103,64446,2.8,0.2,520,38393,195200,1088,0500000US22057
"Livingston Parish, Louisiana",15.7,93.1,72725,635,12781,12225,99581,3.0,0.2,998,55653,223600,1003,0500000US22063
"Orleans Parish, Louisiana",22.6,93.9,55580,4116,60897,33199,259764,5.3,4.4,1126,155005,306400,1203,0500000US22071
"Ouachita Parish, Louisiana",21.5,92.4,52695,1087,21386,15072,104281,7.0,0.2,1420,63158,195300,940,0500000US22073
"Rapides Parish, Louisiana",20.4,90.7,51301,167,11472,10824,84329,4.5,1.0,491,50301,170900,929,0500000US22079
"St. Landry Parish, Louisiana",22.7,94.3,41393,478,4395,5666,54091,2.8,0.8,235,34635,114100,658,0500000US22097
"St. Tammany Parish, Louisiana",13.0,94.3,76420,3248,44739,21136,189919,4.6,0.1,1127,106164,286500,1259,0500000US22103
"Tangipahoa Parish, Louisiana",18.4,93.4,54417,259,12960,13367,90573,5.9,0.0,338,54627,218300,987,0500000US22105
"Terrebonne Parish, Louisiana",13.8,91.1,64084,1247,8831,8719,69539,2.5,0.1,701,42203,185300,1043,0500000US22109
"Androscoggin County, Maine",14.0,93.4,63404,1224,12913,11438,79199,4.1,0.2,3370,48239,263000,997,0500000US23001
"Aroostook County, Maine",10.4,93.0,57030,414,10355,4041,50889,3.1,0.0,1441,32671,154400,859,0500000US23003
"Cumberland County, Maine",6.3,96.0,98369,5783,77940,25897,229213,2.2,1.9,2109,134326,470600,1609,0500000US23005
"Kennebec County, Maine",12.2,94.1,64083,1658,17548,10890,92825,4.9,0.3,1599,55601,253200,1055,0500000US23011
"Penobscot County, Maine",13.2,94.1,66333,1276,19467,16255,112335,2.5,0.7,2555,66556,228600,1105,0500000US23019
"York County, Maine",7.8,95.4,86430,2294,42018,14782,166506,2.9,0.9,1460,93995,422600,1473,0500000US23031
"Allegany County, Maryland",19.8,95.9,54384,598,5182,7416,48254,4.7,0.4,544,28187,146900,841,0500000US24001
"Anne Arundel County, Maryland",5.7,95.2,117650,6527,98623,45172,415575,3.4,1.4,2118,226503,460600,1998,0500000US24003
"Baltimore County, Maryland",9.7,94.9,87056,9177,134242,74940,586604,3.9,3.0,5385,331624,345900,1597,0500000US24005
"Calvert County, Maryland",2.6,97.0,126358,412,14119,7747,65162,2.9,1.3,627,33642,473400,1760,0500000US24009
"Carroll County, Maryland",6.8,97.4,114974,1689,30885,13862,123601,2.5,0.4,824,64081,433300,1529,0500000US24013
"Cecil County, Maryland",10.3,98.1,90762,818,12123,7523,74890,3.4,0.5,2198,41195,327500,1196,0500000US24015
"Charles County, Maryland",7.8,93.4,105087,1772,19861,13248,117994,5.8,2.4,1029,62532,410000,1815,0500000US24017
"Frederick County, Maryland",6.4,95.3,114360,3378,50738,24703,200124,1.9,1.3,1972,107332,462500,1719,0500000US24021
"Harford County, Maryland",7.2,95.8,105029,2717,43201,20233,185817,4.5,0.7,1419,103909,388400,1451,0500000US24025
"Howard County, Maryland",5.0,95.3,141159,6628,70662,26785,230165,2.7,1.5,613,121399,603400,2053,0500000US24027
"Montgomery County, Maryland",7.0,93.0,125371,19763,196381,81951,737675,3.9,9.7,6535,392629,636200,1984,0500000US24031
"Prince George's County, Maryland",11.0,88.8,98027,9036,133380,85912,654845,5.3,8.9,5744,351460,422300,1722,0500000US24033
"St. Mary's County, Maryland",8.3,96.6,102282,1169,16108,10521,78000,2.7,0.4,2896,43227,403900,1682,0500000US24037
"Washington County, Maryland",11.1,92.6,71848,1566,14517,13548,108673,3.6,0.2,2020,59404,283700,1135,0500000US24043
"Wicomico County, Maryland",17.1,93.6,73834,2278,11536,14546,67633,3.1,0.0,970,39679,257300,1311,0500000US24045
"Baltimore city, Maryland",20.2,94.1,59579,9030,76172,51960,395443,5.1,10.5,13976,259385,241900,1239,0500000US24510
"Barnstable County, Massachusetts",8.5,97.3,89893,986,49145,14526,185612,3.2,1.1,2608,109475,634700,1604,0500000US25001
"Berkshire County, Massachusetts",12.3,98.2,77498,2186,20427,10683,96090,4.9,2.5,1528,58807,298200,1074,0500000US25003
"Bristol County, Massachusetts",13.0,96.8,81148,7964,77210,50066,413553,4.5,2.1,10336,233990,459700,1269,0500000US25005
"Essex County, Massachusetts",9.4,96.9,96874,10581,141584,72487,570391,4.1,4.0,13721,313787,624700,1726,0500000US25009
"Franklin County, Massachusetts",12.0,97.7,71296,669,12906,4524,54756,5.2,0.6,584,32430,329300,1164,0500000US25011
"Hampden County, Massachusetts",17.8,96.6,66997,6869,53422,44731,320476,3.9,1.4,10830,184698,302100,1136,0500000US25013
"Hampshire County, Massachusetts",12.3,98.4,79969,4880,21346,40813,100358,4.1,3.2,1989,61802,380800,1355,0500000US25015
"Middlesex County, Massachusetts",7.7,98.1,123705,43484,323929,154635,1155381,3.4,8.6,16417,632721,716100,2193,0500000US25017
"Norfolk County, Massachusetts",7.8,98.3,123903,18254,162085,62744,517290,4.1,8.5,6532,286649,686500,2081,0500000US25021
"Plymouth County, Massachusetts",7.7,97.4,108742,9092,96182,43779,382359,4.4,3.9,8531,203356,568500,1762,0500000US25023
"Suffolk County, Massachusetts",15.0,96.6,93360,26520,149559,104954,541956,4.2,24.6,13332,332924,683900,2114,0500000US25025
"Worcester County, Massachusetts",11.0,97.3,94099,14394,145020,79689,610716,4.0,1.6,10404,336660,433900,1449,0500000US25027
"Allegan County, Michigan",10.1,95.3,78779,1251,17321,8699,85182,2.1,0.3,816,46317,264800,1098,0500000US26005
"Bay County, Michigan",12.5,96.3,58675,295,10824,7533,75140,4.5,0.2,1556,44417,156200,811,0500000US26017
"Berrien County, Michigan",12.9,92.7,62460,1436,19444,12071,108008,4.3,0.3,1627,65129,237900,936,0500000US26021
"Calhoun County, Michigan",13.2,94.3,57514,673,13080,11213,91769,6.4,0.3,1277,54568,163500,906,0500000US26025
"Clinton County, Michigan",6.7,98.5,92503,1486,14141,7037,55976,1.9,0.2,416,31653,276500,1040,0500000US26037
"Eaton County, Michigan",10.5,96.6,71686,1562,14569,9061,77645,3.1,1.4,866,45181,226200,997,0500000US26045
"Genesee County, Michigan",18.0,95.3,60027,3006,41577,32932,280373,6.9,1.3,3854,164086,181600,928,0500000US26049
"Grand Traverse County, Michigan",5.8,96.5,83650,426,17771,7275,70886,2.9,0.2,900,42544,343200,1357,0500000US26055
"Ingham County, Michigan",15.9,96.4,62998,7178,38649,56059,173721,5.9,2.1,3575,117197,190900,1055,0500000US26065
"Ionia County, Michigan",14.1,96.2,69951,372,7110,5364,45757,4.3,0.4,520,23600,221500,816,0500000US26067
"Jackson County, Michigan",13.6,97.1,63338,895,17943,12601,113820,4.6,0.1,2464,61851,203700,964,0500000US26075
"Kalamazoo County, Michigan",12.9,96.0,67191,5380,42348,39921,166805,2.9,0.7,1656,107893,251200,1058,0500000US26077
"Kent County, Michigan",10.3,95.5,79756,10299,123437,61464,446380,3.4,1.7,4184,257898,297400,1270,0500000US26081
"Lapeer County, Michigan",9.2,94.5,68556,268,9129,5938,65063,4.3,0.9,825,34494,234000,988,0500000US26087
"Lenawee County, Michigan",9.9,94.9,63952,647,10608,8396,69276,2.9,0.0,1101,40142,198200,922,0500000US26091
"Livingston County, Michigan",5.4,97.6,102508,1643,36490,14934,142500,2.0,0.1,883,77304,347800,1231,0500000US26093
"Macomb County, Michigan",10.5,95.5,73807,8719,114433,67930,628007,3.7,0.5,7492,359464,246600,1229,0500000US26099
"Marquette County, Michigan",15.6,96.3,62115,848,11179,10286,45244,4.3,0.1,566,28707,227800,842,0500000US26103
"Midland County, Michigan",13.5,96.9,73074,783,12753,6103,60551,4.2,0.5,672,35761,195900,894,0500000US26111
"Monroe County, Michigan",12.7,96.9,71506,1239,17361,12264,110907,1.9,0.2,862,62936,245000,983,0500000US26115
"Montcalm County, Michigan",11.7,93.5,65331,110,5342,5252,48731,2.5,0.0,607,24697,200500,924,0500000US26117
"Muskegon County, Michigan",13.7,95.5,61189,703,18056,13460,123629,4.8,0.1,3384,70042,208700,1003,0500000US26121
"Oakland County, Michigan",8.1,96.4,92015,20149,267312,98797,916971,3.8,0.3,8780,533533,338000,1349,0500000US26125
"Ottawa County, Michigan",9.9,96.5,81513,4171,49356,39767,194862,2.4,0.7,1864,114316,328400,1149,0500000US26139
"Saginaw County, Michigan",15.5,96.5,59265,1208,18080,16490,131616,6.2,0.1,2832,77158,146400,917,0500000US26145
"St. Clair County, Michigan",11.6,96.1,68513,699,14524,11251,116573,5.4,1.2,1692,69234,232300,914,0500000US26147
"Shiawassee County, Michigan",12.9,95.9,62093,513,6644,5197,48976,4.4,0.0,757,26950,182600,951,0500000US26155
"Van Buren County, Michigan",15.6,92.5,66424,408,8538,5438,53101,3.7,0.5,834,31149,213200,758,0500000US26159
"Washtenaw County, Michigan",15.3,97.1,83754,12987,65779,63393,236534,3.3,4.2,3568,149379,360400,1451,0500000US26161
"Wayne County, Michigan",20.5,94.6,57281,17745,198042,144641,1195048,7.0,1.7,23230,696332,177300,1095,0500000US26163
"Anoka County, Minnesota",6.2,96.5,96812,4467,59981,29581,254868,3.1,1.0,4195,138924,349400,1294,0500000US27003
"Blue Earth County, Minnesota",15.6,93.2,66249,1760,10672,15454,40829,3.7,2.4,674,27037,276300,1055,0500000US27013
"Carver County, Minnesota",4.8,98.2,129581,1786,27667,8258,75289,1.9,1.0,510,42250,456700,1583,0500000US27019
"Clay County, Minnesota",14.4,97.4,70942,981,12036,9549,40667,3.9,0.8,921,26890,267600,1111,0500000US27027
"Crow Wing County, Minnesota",8.5,94.8,76050,270,10593,4186,50359,4.2,0.0,1507,31463,332400,1034,0500000US27035
"Dakota County, Minnesota",5.8,95.7,99830,7213,92993,34709,306412,2.7,1.0,3239,176865,383600,1585,0500000US27037
"Hennepin County, Minnesota",10.1,96.1,93668,24882,302354,106695,882791,3.3,3.5,18315,545627,386600,1445,0500000US27053
"Olmsted County, Minnesota",7.9,97.8,87856,2369,32573,12532,113310,3.0,3.3,1083,66425,335000,1401,0500000US27109
"Ramsey County, Minnesota",11.6,95.1,77812,9325,101365,50640,363251,3.3,3.5,8215,225183,319600,1367,0500000US27123
"Rice County, Minnesota",11.3,95.3,81455,562,6948,10622,43282,2.0,0.4,552,23512,302100,1028,0500000US27131
"St. Louis County, Minnesota",13.3,96.6,67269,3797,29584,24532,139262,3.0,1.8,3496,87576,236700,1004,0500000US27137
"Scott County, Minnesota",5.7,97.2,106181,2304,27882,12332,103742,2.6,0.4,559,55921,394700,1434,0500000US27139
"Sherburne County, Minnesota",4.4,96.2,101214,1300,14520,8101,67786,1.6,0.3,395,35909,366300,1105,0500000US27141
"Stearns County, Minnesota",11.2,94.9,74709,3724,20284,23133,100128,3.3,1.0,1625,60666,288500,1129,0500000US27145
"Washington County, Minnesota",4.8,97.9,110729,4927,61448,21760,191056,2.7,0.6,1430,109093,415100,1668,0500000US27163
"Wright County, Minnesota",5.2,97.0,104269,1350,24644,11036,99434,1.4,0.4,625,55367,355200,1272,0500000US27171
"DeSoto County, Mississippi",9.2,90.9,81486,772,24224,15976,129730,2.3,0.1,842,70666,275400,1381,0500000US28033
"Forrest County, Mississippi",17.3,86.7,52157,1724,9640,12566,47765,3.0,0.0,917,30255,169400,1006,0500000US28035
"Harrison County, Mississippi",15.6,88.2,56159,1516,25898,18236,143352,5.1,0.4,1768,86167,213900,1054,0500000US28047
"Hinds County, Mississippi",20.4,88.6,50904,1673,26554,22811,142202,6.4,0.3,1470,88687,164200,992,0500000US28049
"Jackson County, Mississippi",12.4,89.4,67472,1597,18087,11808,101465,7.4,0.0,367,59347,198000,1021,0500000US28059
"Jones County, Mississippi",19.1,84.2,48503,618,6270,6755,43649,2.2,0.0,348,25758,160000,749,0500000US28067
"Lamar County, Mississippi",14.7,89.9,59716,997,9455,5455,45630,2.8,0.0,430,26301,232100,1041,0500000US28073
"Lauderdale County, Mississippi",25.6,90.2,50542,32,6091,6099,48045,7.6,0.0,244,29693,145600,840,0500000US28075
"Lee County, Mississippi",12.5,91.5,68233,706,9403,8315,54041,4.2,0.0,618,32115,196200,877,0500000US28081
"Madison County, Mississippi",8.4,92.1,78784,856,23008,10554,75081,3.0,0.0,252,45674,341500,1288,0500000US28089
"Rankin County, Mississippi",9.3,93.5,69208,2249,21229,11868,113094,3.6,0.4,143,60434,240400,1184,0500000US28121
"Boone County, Missouri",15.5,94.6,69218,4027,31969,35836,115647,3.0,1.3,593,76762,272400,1100,0500000US29019
"Buchanan County, Missouri",15.4,91.2,60950,309,7579,7370,56730,2.6,0.5,516,33257,166500,889,0500000US29021
"Cape Girardeau County, Missouri",12.8,92.7,68094,668,11534,11805,53135,1.9,0.2,288,33624,223300,895,0500000US29031
"Cass County, Missouri",6.0,94.3,84774,916,16094,8564,77298,3.9,0.0,672,44422,294400,1194,0500000US29037
"Christian County, Missouri",6.3,94.3,80781,637,14011,6330,64050,3.8,0.4,399,35654,310800,1024,0500000US29043
"Clay County, Missouri",8.2,93.9,84378,3190,43361,18896,179871,2.5,0.0,1648,103995,283200,1245,0500000US29047
"Cole County, Missouri",7.6,94.9,74415,485,13754,6831,53975,3.8,0.1,401,31874,228700,754,0500000US29051
"Franklin County, Missouri",10.2,92.4,68440,1176,13958,7661,75837,4.1,0.0,407,44140,229900,895,0500000US29071
"Greene County, Missouri",14.5,91.8,59499,4430,37268,39167,202291,2.5,0.5,2454,132232,231400,1000,0500000US29077
"Jackson County, Missouri",11.7,90.4,66055,8431,111116,60633,492567,3.4,1.1,7461,310868,228100,1197,0500000US29095
"Jasper County, Missouri",16.3,88.5,54109,1019,14698,12249,82266,3.7,0.1,780,52000,177100,915,0500000US29097
"Jefferson County, Missouri",9.7,94.7,81843,1727,28806,18081,161658,3.3,0.3,1600,88836,235100,882,0500000US29099
"Platte County, Missouri",6.2,95.5,93091,2833,23843,9228,77060,2.5,0.8,994,44751,356500,1287,0500000US29165
"St. Charles County, Missouri",5.5,96.1,98390,4903,76255,32879,290987,2.2,0.2,921,163272,325600,1420,0500000US29183
"St. Francois County, Missouri",14.7,94.0,55042,370,5471,5442,47753,5.2,0.0,331,25489,181100,803,0500000US29187
"St. Louis County, Missouri",9.7,94.7,81441,16253,190650,82270,689546,4.1,1.2,4270,419348,272400,1204,0500000US29189
"St. Louis city, Missouri",19.6,94.4,56245,8649,48118,24979,205959,4.7,4.9,2613,150404,192800,1011,0500000US29510
"Cascade County, Montana",11.5,94.2,66454,892,11536,7457,58681,2.2,0.1,859,36414,286500,959,0500000US30013
"Flathead County, Montana",9.7,89.8,74274,352,20235,7561,81667,2.1,0.1,293,45510,570800,1275,0500000US30029
"Gallatin County, Montana",9.6,92.9,91158,2689,26038,19046,84207,2.4,0.7,448,54621,691200,1790,0500000US30031
"Lewis and Clark County, Montana",8.7,91.0,77405,559,13305,5647,53556,2.0,0.1,392,30756,379500,1078,0500000US30049
"Missoula County, Montana",11.3,93.4,73429,1707,23323,15490,84883,2.3,1.1,1457,55084,488300,1172,0500000US30063
"Yellowstone County, Montana",9.4,91.0,68914,1401,24660,13283,118721,3.1,0.6,1026,72668,358700,999,0500000US30111
"Douglas County, Nebraska",12.0,92.8,77457,7594,106099,53943,387846,2.9,0.5,4828,242890,274700,1178,0500000US31055
"Lancaster County, Nebraska",11.2,95.1,70637,9071,57753,48950,205157,2.9,1.0,2480,138006,277700,1024,0500000US31109
"Sarpy County, Nebraska",4.7,96.0,101932,1092,34644,16520,131560,2.0,0.3,963,75546,322400,1385,0500000US31153
"Clark County, Nevada",12.7,88.4,75065,16190,307884,186988,1637673,4.9,2.4,26447,880604,437900,1654,0500000US32003
"Washoe County, Nevada",9.7,91.3,84183,5914,78869,42637,353801,3.7,1.0,3900,201140,545100,1627,0500000US32031
"Belknap County, New Hampshire",8.2,95.4,97692,706,9791,3959,49898,1.0,0.5,438,27150,411900,1037,0500000US33001
"Cheshire County, New Hampshire",8.3,94.8,89314,899,12676,7236,57057,2.6,0.5,490,31921,328200,1259,0500000US33005
"Grafton County, New Hampshire",9.5,95.1,82059,1680,15196,11465,67375,3.4,0.5,864,40528,354800,1366,0500000US33009
"Hillsborough County, New Hampshire",5.8,95.0,103727,5664,82107,35076,309642,2.1,0.9,2926,170761,430300,1668,0500000US33011
"Merrimack County, New Hampshire",7.7,97.1,92110,2430,26243,14318,114613,2.6,0.2,1434,62305,372200,1398,0500000US33013
"Rockingham County, New Hampshire",5.4,96.0,109770,3287,67521,21652,240442,3.0,0.8,1727,127021,518600,1664,0500000US33015
"Strafford County, New Hampshire",9.7,95.0,84869,2007,22535,18717,91334,3.3,0.9,718,53495,379800,1505,0500000US33017
"Atlantic County, New Jersey",11.7,93.3,77053,3685,42600,25087,193545,6.4,5.5,1800,111158,303800,1307,0500000US34001
"Bergen County, New Jersey",6.6,94.5,116709,20873,222177,75459,684037,4.1,13.2,5860,356438,615300,1870,0500000US34003
"Burlington County, New Jersey",6.8,96.4,102532,7296,88455,35312,338116,4.1,1.9,2932,179477,358000,1671,0500000US34005
"Camden County, New Jersey",12.5,93.9,83763,7264,82512,41735,365883,4.8,4.7,5746,201670,294900,1328,0500000US34007
"Cape May County, New Jersey",8.2,97.1,84364,790,18022,5984,73025,4.7,2.0,477,47516,474800,1440,0500000US34009
"Cumberland County, New Jersey",17.5,88.1,64908,720,13005,12576,102814,6.2,1.6,2139,54482,220500,1196,0500000US34011
"Essex County, New Jersey",14.2,88.8,80463,10441,134426,75031,577271,6.8,18.6,11314,322456,522800,1477,0500000US34013
"Gloucester County, New Jersey",8.9,96.4,97474,5488,49439,30313,212917,4.1,0.9,1815,113391,317900,1582,0500000US34015
"Hudson County, New Jersey",15.5,89.8,89272,15886,154204,53386,515006,4.4,36.6,8668,305743,531900,1816,0500000US34017
"Hunterdon County, New Jersey",4.9,97.5,137275,2238,34471,9331,96075,3.3,1.2,227,51186,506000,1573,0500000US34019
"Mercer County, New Jersey",10.8,90.3,96152,4614,61520,37934,260234,5.9,5.8,2616,146258,390900,1466,0500000US34021
"Middlesex County, New Jersey",8.7,91.9,105055,17591,154360,81160,598957,5.4,6.5,5411,311100,475200,1823,0500000US34023
"Monmouth County, New Jersey",6.4,95.0,118008,13415,143829,52750,457264,4.1,6.1,3509,252995,628000,1752,0500000US34025
"Morris County, New Jersey",4.6,96.0,134579,12713,124090,41362,367791,3.8,4.1,2990,193192,577700,1923,0500000US34027
"Ocean County, New Jersey",10.3,96.0,85464,8837,97326,48147,446156,3.5,0.7,2438,245827,408000,1692,0500000US34029
"Passaic County, New Jersey",14.1,88.2,82825,6761,69288,47161,345750,4.6,7.1,3866,178277,465700,1551,0500000US34031
"Salem County, New Jersey",8.8,94.7,87294,971,8070,5087,45779,4.3,0.8,903,25207,249500,1318,0500000US34033
"Somerset County, New Jersey",5.3,95.7,142092,7427,76657,26316,249716,3.8,4.6,1463,132047,556600,1970,0500000US34035
"Sussex County, New Jersey",4.9,96.8,110785,1079,29715,10625,107439,3.7,1.6,883,58679,367500,1397,0500000US34037
"Union County, New Jersey",8.5,87.8,101146,6676,87319,47242,392042,5.4,11.7,6523,206095,522500,1744,0500000US34039
"Warren County, New Jersey",9.2,95.6,100532,1619,21198,8597,81264,3.9,1.7,979,45263,350500,1440,0500000US34041
"Bernalillo County, New Mexico",13.9,91.9,68372,7476,97338,60622,477915,4.4,1.2,10646,285796,303400,1206,0500000US35001
"Doña Ana County, New Mexico",20.7,89.6,56451,4880,26074,31913,142574,5.6,0.6,3043,87688,228000,933,0500000US35013
"Lea County, New Mexico",18.0,84.2,55736,607,4054,7637,43682,2.1,0.0,675,24812,197200,1173,0500000US35025
"McKinley County, New Mexico",38.2,81.1,40108,15,3208,5679,44879,10.9,0.2,343,21312,71000,768,0500000US35031
"Otero County, New Mexico",20.8,89.1,50762,493,6322,8481,45594,5.0,0.1,1345,25289,154200,965,0500000US35035
"Sandoval County, New Mexico",13.1,94.8,82026,317,23292,13043,110305,4.5,0.5,960,58731,324100,1464,0500000US35043
"San Juan County, New Mexico",21.1,88.3,57324,382,10441,9821,80773,6.1,0.2,1140,42670,201700,965,0500000US35045
"Santa Fe County, New Mexico",12.4,89.7,78731,1188,26274,11053,120801,4.7,0.6,1623,71322,485300,1254,0500000US35049
"Valencia County, New Mexico",18.9,91.5,54665,40,7655,6423,54774,5.3,0.0,616,29932,232700,1021,0500000US35061
"Albany County, New York",13.2,96.9,81335,10970,48648,45682,214441,4.4,4.2,2842,134971,291300,1313,0500000US36001
"Bronx County, New York",27.9,93.3,46838,14495,134999,127380,904321,9.3,52.5,56732,537953,498200,1352,0500000US36005
"Broome County, New York",17.2,96.4,63876,4821,23987,28026,130860,4.9,2.7,2526,80001,155100,935,0500000US36007
"Cattaraugus County, New York",20.6,94.6,54250,886,5936,6186,52825,5.0,0.2,1404,32376,105500,715,0500000US36009
"Cayuga County, New York",13.5,95.7,66166,610,7379,5322,55059,2.9,0.2,1369,32786,161700,925,0500000US36011
