poverty_rate,health_insurance,unemployment_rate,bachelor_holders,public_assistance,log_median_income,log_public_transit,sqrt_median_house_value
12.6,93.7,4.9,20.36,5.18,11.245150589510425,0.5877866649021191,564.5352070508977
17.2,93.5,4.5,14.22,3.42,11.00841320326083,0.4700036292457356,424.1462012089699
12.4,95.1,4.7,17.07,3.27,11.037064716240096,0.5877866649021191,453.7620521815371
11.5,93.4,4.6,15.68,3.22,11.029536652514357,0.09531017980432487,408.41155713324275
8.9,94.0,6.7,17.22,3.82,11.17165975800495,1.589235205116581,524.6903848937962
7.0,95.8,3.4,28.81,1.87,11.578226195552364,1.547562508716013,667.0832032063167
9.6,95.4,4.4,19.73,2.43,11.341294558984393,0.7884573603642702,559.2852581643825
11.2,96.2,3.1,12.43,3.82,10.986072080127041,0.09531017980432487,405.33936399022485
20.3,92.9,6.2,19.59,4.84,11.007120549661101,2.8735646395797834,496.58836071740546
14.8,94.2,5.6,12.45,5.89,11.070941590161643,0.18232155679395465,386.78159211627434
10.9,95.6,5.2,9.7,3.17,11.010646547172705,0.18232155679395465,380.39453203220467
8.9,96.3,3.1,18.7,2.65,11.257387845845015,0.5306282510621704,482.90785870598546
10.9,97.4,3.6,19.29,2.66,11.171575350824662,0.5877866649021191,451.22056690713913
8.4,95.5,3.9,17.66,2.89,11.306663612524535,0.6418538861723948,507.5431016179808
8.7,96.7,3.3,23.93,2.05,11.427596308617355,0.8754687373538999,605.6401571890689
12.3,94.4,4.3,28.04,0.99,11.560572118437582,0.33647223662121295,796.0527620704547
11.9,94.9,5.9,19.44,3.62,11.25376605945165,1.2237754316221157,614.5730225123781
9.2,97.6,2.6,28.85,1.57,11.533786355637558,0.7419373447293773,735.8668357794093
13.8,91.5,4.5,20.84,0.68,11.119586536659904,0.4700036292457356,472.65209192385896
13.5,91.3,3.0,16.35,1.29,11.076666041688654,0.0,500.49975024968796
9.0,92.3,2.3,27.21,0.46,11.303573865924402,0.09531017980432487,683.0812543175226
9.1,91.5,4.1,20.63,1.54,11.331067800561561,0.09531017980432487,574.8043145279966
10.3,92.1,2.9,30.36,0.58,11.397323798397402,0.5877866649021191,714.7726911403373
10.4,88.6,3.4,18.89,0.67,11.266218975243431,0.18232155679395465,571.9265687131522
19.2,90.5,6.1,12.94,1.2,10.896998551203797,0.4054651081081644,416.17304093369626
11.9,89.7,3.2,18.83,0.0,11.174833917973366,0.0,567.626637852735
11.3,90.2,3.7,25.38,1.03,11.242873727454583,0.18232155679395465,571.0516614107694
16.8,92.1,2.2,15.44,0.62,10.940578984555987,0.0,437.37855457258075
13.0,90.9,3.5,18.29,1.13,11.141687855411291,0.6931471805599453,562.8498911788115
11.6,90.4,7.2,13.43,1.33,11.175702946958312,0.18232155679395465,471.59304490206387
10.8,90.9,5.0,21.11,0.45,11.211036281083421,0.09531017980432487,578.1868210189506
15.7,89.1,5.1,9.32,1.23,10.940118048848356,0.0,415.57189510360297
11.2,93.1,4.2,19.94,0.92,11.244352969253042,0.09531017980432487,493.4571916590131
17.4,89.9,5.9,16.86,1.8,11.114296934121052,0.0,504.9752469181039
20.2,90.6,5.7,8.02,0.95,10.85636090547197,0.0,351.2833614050059
18.3,89.4,2.3,15.41,1.22,10.952734511658909,0.0,490.3060268852505
16.1,91.0,6.1,21.47,0.87,11.019923387227362,0.4054651081081644,496.8903299521938
14.1,89.9,4.3,15.12,1.64,11.065058990790902,0.18232155679395465,490.5099387372289
17.0,90.0,7.8,11.87,0.93,10.932785489476622,0.33647223662121295,436.3484845854286
9.7,92.6,3.2,24.56,1.28,11.306589865305385,0.4054651081081644,619.3545026880809
2.0,97.5,1.8,28.93,1.06,11.492875807164525,0.0,599.8333101787529
10.3,92.8,2.3,24.8,1.54,11.175016196312894,0.5306282510621704,544.9770637375485
11.8,90.3,2.0,21.89,1.86,11.22381570719392,0.33647223662121295,559.4640292279746
15.2,95.2,3.8,18.8,1.78,10.962180217202993,0.0,493.65980188789933
8.8,92.9,2.1,17.45,1.08,11.270904857886329,0.18232155679395465,590.1694671871801
16.8,91.2,6.2,14.01,2.1,11.02038170488225,0.0,516.7204273105525
11.7,89.1,3.1,30.71,1.66,11.294508227020106,0.9932517730102833,661.5889962809237
14.0,88.2,3.1,11.08,2.37,10.901561015825624,0.0,466.1544808322666
20.6,88.8,3.1,13.33,2.18,10.882001627590414,0.0,488.2622246293481
12.6,91.2,4.2,21.55,1.17,11.206549750071193,0.4054651081081644,577.8408085277467
14.0,91.0,3.5,23.96,2.17,11.160029087534845,0.5877866649021191,599.1660871578097
20.3,89.2,6.0,13.94,0.86,10.98022907678602,0.5306282510621704,474.8684028233506
11.0,92.6,3.4,20.77,3.44,11.193422433528612,0.09531017980432487,615.7921727336261
13.9,89.5,5.4,18.28,2.94,11.23004517880127,0.262364264467491,552.4490926773253
19.6,89.3,3.4,15.45,4.07,10.939656900581019,0.5306282510621704,538.6093203798092
9.5,90.5,3.0,13.7,0.17,11.330863874382132,0.0,596.4897316802695
9.0,90.8,2.8,24.29,0.75,11.309927619348976,0.18232155679395465,637.730350540101
12.8,84.6,3.4,13.19,1.71,10.996500862803757,0.0,549.9090833947008
17.7,88.4,6.5,18.72,1.65,11.041528865992477,0.4054651081081644,520.5766033928148
12.8,92.3,4.8,17.43,1.22,10.941659577392821,0.262364264467491,480.10415536631217
9.0,94.0,2.0,22.44,0.77,11.363043992428505,0.0,641.7943595888016
18.1,89.5,3.9,17.68,0.63,11.014176622429687,0.18232155679395465,510.6858133921482
5.7,96.4,1.8,35.91,0.47,11.805520449282653,0.09531017980432487,881.9297024139736
5.5,94.6,1.9,23.15,0.36,11.47388313590556,0.4054651081081644,689.2749814116279
17.7,85.1,3.5,9.36,1.89,10.948417730954377,0.0,409.1454509095757
11.3,81.4,5.9,13.29,0.98,11.245333560170282,0.0,563.0275304103699
11.2,87.2,5.2,17.32,1.76,11.154677856471174,0.33647223662121295,512.1523210920751
14.7,85.2,4.6,18.86,1.92,11.153489570255058,0.9555114450274363,526.3078946776307
12.5,90.1,4.2,13.87,1.76,10.882039213803797,0.0,400.8740450565489
8.5,87.6,4.3,17.15,1.54,11.4476399982716,0.09531017980432487,551.9963767997033
24.6,88.4,5.1,21.0,1.2,10.880365258459227,1.252762968495368,556.1474624593733
23.5,76.5,5.6,13.07,1.78,10.863029326404599,0.33647223662121295,392.6830783214372
6.6,90.3,3.3,31.6,0.94,11.688180445557464,0.5306282510621704,716.3099887618488
7.0,90.3,3.3,27.86,0.79,11.504822726267042,0.0,682.5686778632609
9.4,91.9,4.9,14.58,1.83,11.232669087012253,0.18232155679395465,464.86557196677836
13.7,78.8,4.2,21.19,1.74,11.216538951888301,0.832909122935104,564.889369699944
6.0,89.6,3.7,30.44,1.42,11.577729575835725,0.4054651081081644,678.4541251993387
9.0,77.2,1.9,11.35,0.94,11.106579969434756,0.18232155679395465,443.28320518603005
6.1,85.6,3.6,16.52,1.0,11.40185981706137,0.0,605.3924347066124
18.5,78.2,4.2,15.38,2.01,10.984801076625908,0.6931471805599453,437.1498598878879
8.9,88.3,3.7,27.0,1.23,11.56590683375813,0.4700036292457356,619.7580172938467
11.2,86.3,4.8,21.79,2.07,11.332769561455455,0.4054651081081644,561.2486080160912
10.2,82.9,2.8,16.53,1.62,11.142137107992992,0.4054651081081644,530.7541803886239
16.3,82.1,4.3,13.19,1.31,11.027913776097217,0.09531017980432487,444.6346815083142
7.7,91.2,3.0,19.13,1.59,11.47161376723159,0.33647223662121295,570.087712549569
16.0,79.7,5.8,19.68,1.82,11.189077209534386,1.0986122886681098,535.8171329847526
18.1,90.1,3.7,15.3,2.0,11.086180539057013,0.0,449.3328387732194
10.5,90.0,4.0,26.23,1.72,11.37705992176308,0.4054651081081644,654.5227268781429
17.8,84.2,5.2,10.9,0.86,10.99189797871964,0.0,460.9772228646444
27.2,74.7,5.6,12.82,1.94,10.890441759661355,0.18232155679395465,388.84444190447164
6.3,85.6,3.6,20.89,0.21,11.298270781051926,0.0,591.6924876994806
12.8,81.8,6.1,13.45,2.57,11.171068758072176,0.0,509.7057974949863
20.3,79.1,5.1,9.72,2.5,10.997505972194011,0.832909122935104,413.52146256270663
10.2,85.1,4.0,16.62,1.43,11.335436213758243,0.09531017980432487,557.584074378026
10.2,84.8,6.1,19.65,2.16,11.41633746910659,0.0,589.0670590009256
12.0,75.7,4.0,6.97,1.45,11.25848472629825,0.0,448.5532298401161
17.6,87.7,3.8,17.49,1.62,10.953417171257096,0.4054651081081644,462.4932431938871
17.1,87.2,3.8,15.65,2.11,11.05962948242707,0.18232155679395465,513.9066063011838
11.7,90.6,2.2,20.28,3.71,11.443243070102374,0.4700036292457356,560.8029957123981
10.7,83.6,4.2,23.42,1.13,11.427814099995857,0.4054651081081644,599.8333101787529
19.3,85.1,5.5,13.98,1.52,10.853561162377853,0.0,448.8875137492688
17.1,84.5,4.3,14.8,1.75,11.067169471278484,0.6931471805599453,462.06060208591686
14.0,81.7,5.9,11.46,2.84,11.090125980925743,0.0,424.85291572496004
8.9,86.0,3.1,19.74,0.95,11.494496693501794,0.0,618.9507250177513
16.3,78.9,3.8,12.35,3.76,10.834528956356191,0.7884573603642702,380.52595180880894
8.3,88.1,2.4,20.89,0.67,11.301463418429856,0.6931471805599453,486.7237409455183
4.3,90.0,4.8,27.41,1.19,11.628483805604501,0.09531017980432487,655.5150646628955
18.3,81.2,4.7,9.65,1.85,11.010299465547192,1.308332819650179,439.5452195167182
13.2,84.0,3.5,17.95,1.77,11.188759198346009,0.18232155679395465,522.2068555658763
29.0,74.5,7.0,8.33,2.07,10.635037804379019,0.0,299.3325909419153
10.9,84.3,3.8,22.18,1.79,11.290319269254635,0.33647223662121295,579.6550698475776
12.5,88.1,3.2,17.16,0.91,11.03191750961342,0.18232155679395465,447.54888001200493
15.0,84.3,3.4,16.44,1.11,10.955497282480218,0.0,445.5333881989093
10.2,89.1,4.0,35.36,1.09,11.48804858540374,0.832909122935104,754.3208866258444
13.1,85.5,4.1,11.32,2.15,11.185462522506603,0.0,449.8888751680797
22.5,86.3,11.9,17.46,2.7,10.91752186472894,0.0,546.4430436925701
22.7,70.7,4.5,14.32,2.3,11.005494074272253,0.4054651081081644,448.1071300481616
18.2,84.5,2.8,15.29,0.74,11.034615432880917,0.18232155679395465,410.0
7.0,90.2,3.1,29.16,0.88,11.612001273160915,0.262364264467491,681.7624219623725
9.2,88.2,5.6,15.7,1.62,11.428673912522637,0.09531017980432487,564.1808220774612
11.4,92.7,2.2,23.49,1.41,11.33493451753672,1.1631508098056809,684.3244844370249
5.9,94.6,2.5,23.14,0.89,11.624270040375196,0.8754687373538999,733.5529974037322
9.4,91.0,3.5,22.73,1.63,11.4557094024098,1.0986122886681098,745.8552138317463
8.1,94.7,1.9,15.77,1.74,11.45318607621936,0.4700036292457356,677.4953874381729
9.0,93.3,3.6,25.81,1.45,11.521835651099984,1.2237754316221157,755.0496672405068
12.3,90.4,4.2,18.6,1.84,11.257775117520932,0.262364264467491,726.7048919609665
8.2,90.9,2.6,18.65,0.95,11.380136653706765,0.6931471805599453,661.2110101926615
7.5,96.9,2.3,28.14,3.23,11.508696535640192,1.1939224684724346,660.3786792439622
8.0,95.0,2.5,27.43,2.03,11.54648595849219,0.5877866649021191,701.9971509913697
6.9,96.4,3.6,39.47,1.19,11.850960765085265,2.884800712846709,922.4424101265075
7.4,91.2,2.7,15.18,1.45,11.175296559665634,0.4054651081081644,541.8486873657627
11.1,93.1,4.1,18.77,3.95,11.204441866489002,0.0,543.2310742216428
6.6,94.4,4.8,27.21,1.71,11.509499603402038,0.4054651081081644,605.8052492344384
6.0,93.8,3.2,30.53,1.17,11.860429484239866,1.7749523509116738,852.7602242131137
5.1,94.0,2.4,26.85,0.4,11.611484905658852,0.7419373447293773,749.7332859090625
7.6,94.7,3.7,19.71,0.9,11.436476292806821,0.0,622.7358990776106
4.7,96.2,1.5,24.89,2.74,11.628421442858203,0.0,636.3961030678928
9.4,92.4,3.4,25.25,1.63,11.359972401048003,0.5877866649021191,601.9966777316964
7.9,96.8,2.8,29.1,0.92,11.60948032438486,0.33647223662121295,670.2984409947558
4.5,95.3,3.6,35.7,1.04,12.067660791375632,1.1631508098056809,857.1464285639881
26.0,96.0,4.2,16.82,1.37,11.128424074537731,1.2809338454620642,550.9083408335728
6.7,91.2,4.3,25.98,1.81,11.783311316463582,1.2809338454620642,729.7944916207575
6.8,96.3,3.9,21.3,1.02,11.299843624444826,0.0,544.7935388750494
11.6,90.4,2.3,13.79,1.32,11.301401642368061,0.18232155679395465,559.1958512006325
5.7,94.9,2.3,20.41,1.17,11.63155258872844,1.0986122886681098,649.4613152451807
4.1,93.6,2.8,23.4,1.34,11.810203845220371,1.1631508098056809,701.78344238091
8.5,98.1,4.6,23.31,1.21,11.526345018629694,0.6418538861723948,643.8944012802099
7.1,91.5,3.6,30.36,0.89,11.610904806663196,2.72785282839839,859.0110593001699
11.2,94.9,3.1,21.79,1.71,11.436400728639315,0.262364264467491,616.5225056719341
12.5,93.4,5.7,18.72,2.57,11.159644754099512,0.6931471805599453,508.3306010855534
20.3,94.2,2.7,22.48,3.3,11.029925751269287,1.1314021114911006,497.0915408654627
14.5,89.0,5.6,17.5,1.43,11.081557762538953,0.5877866649021191,511.66395221864127
17.4,90.6,5.5,17.66,1.61,11.041032051206026,1.308332819650179,546.4430436925701
18.9,93.8,5.6,16.18,2.79,10.952717001437316,0.33647223662121295,517.9768334587948
17.1,91.5,3.8,26.44,1.55,11.092092879730941,1.2809338454620642,604.2350536008317
18.9,89.5,3.0,17.63,1.34,10.840325732297943,1.3862943611198906,463.6809247747852
11.5,92.3,4.7,19.07,2.29,11.304103863163567,0.0,593.295878967653
8.5,94.4,4.1,23.92,1.73,11.420163036888468,0.4700036292457356,619.8386886924694
11.9,92.6,5.0,18.59,2.77,11.318174988157237,0.7884573603642702,653.6053855347277
8.8,88.1,5.5,17.23,2.2,11.247943778039224,1.3862943611198906,725.3964433328854
11.6,95.0,5.1,17.24,3.38,11.097258494377467,0.7419373447293773,656.5059024867941
6.9,92.5,4.2,20.82,4.79,11.489431633554496,0.6931471805599453,736.3423117002037
13.4,93.0,5.3,12.46,3.45,11.169857524437713,0.4700036292457356,636.7102951892642
13.5,88.1,6.1,13.0,3.7,11.34291975581887,0.4054651081081644,626.1788881781308
16.7,85.0,6.9,11.74,2.39,11.233026359833545,0.9162907318741551,556.327241828045
14.3,89.7,6.3,10.78,4.6,11.115740977693285,1.1314021114911006,568.5068161420758
8.8,96.3,3.7,20.03,3.3,11.410981329057863,1.1314021114911006,771.4272486761146
8.8,95.1,4.3,32.74,2.87,11.702090220246177,2.1972245773362196,921.0320298447823
8.4,95.0,5.3,21.18,1.69,11.509007800936123,2.0541237336955462,751.398695766768
14.2,92.9,6.7,12.72,5.3,11.114967110551458,0.4054651081081644,628.6493458200684
11.3,90.9,9.1,16.07,3.15,11.218661781152893,1.1939224684724346,657.5712889109438
9.8,94.2,4.7,19.04,4.03,11.494496693501794,1.1314021114911006,733.48483283569
8.9,93.0,4.4,16.92,2.26,11.421182913604698,0.5877866649021191,747.1947537289057
9.0,94.0,3.6,24.27,2.82,11.573728894329054,1.252762968495368,835.2843827104634
12.5,95.0,4.1,18.22,5.47,11.20616929977651,1.1631508098056809,649.1532946846993
10.4,96.0,4.1,22.79,3.21,11.44218106044447,0.7419373447293773,702.2107945624305
13.4,95.5,4.2,24.7,2.43,11.22369552852816,1.308332819650179,781.7928114276825
15.8,87.2,4.7,10.48,3.69,11.149441679102166,0.4054651081081644,564.71231613982
12.6,93.9,5.4,13.9,2.7,11.285083392874464,0.0,521.1525688318153
21.1,94.0,4.6,20.81,2.74,10.940490359572546,0.4054651081081644,418.44951905815356
13.8,91.4,2.8,17.01,3.0,10.979274650562294,0.09531017980432487,418.21047332652967
15.9,95.3,5.5,17.35,4.01,10.941447093992288,0.6931471805599453,371.4835124201342
19.9,94.8,4.6,21.21,1.24,11.018776673255955,0.7884573603642702,511.3707070218238
18.4,95.8,2.4,13.35,4.73,10.918518937044894,0.18232155679395465,398.4971769034255
12.9,91.1,5.3,14.49,4.15,10.910532647678748,0.5306282510621704,404.5985664828782
10.3,95.2,2.1,21.73,1.55,11.253455009396003,0.33647223662121295,523.354564325181
8.4,96.5,2.8,16.36,0.99,11.259541754343456,0.09531017980432487,510.7837115648854
10.2,96.3,2.3,30.68,1.64,11.324642172291952,1.3862943611198906,627.2957835024878
8.1,95.6,3.1,14.13,0.98,11.19459172665227,0.0,492.1381919745713
10.5,94.7,2.9,21.74,1.46,11.19221042902805,0.18232155679395465,518.6520991955975
9.6,96.8,2.5,15.06,1.51,11.174441205588062,0.09531017980432487,482.59714048054616
10.5,96.1,3.6,18.87,1.02,11.324955988663673,0.09531017980432487,532.634959423431
11.9,95.1,3.1,21.06,3.04,11.223722236146509,0.5877866649021191,515.26692111953
13.1,96.7,3.6,22.08,4.58,11.156393367971244,0.5877866649021191,521.7278984298233
9.0,96.1,1.8,14.17,2.69,11.1316211207289,0.18232155679395465,446.9899327725402
10.2,94.3,2.1,17.61,1.52,11.213723964609445,0.0,464.43514078932486
17.0,93.2,3.9,21.75,1.95,11.05382221019278,1.547562508716013,482.18253804964775
5.7,96.0,1.8,21.52,0.65,11.359587787899981,0.4054651081081644,525.8326730053963
4.5,97.5,3.3,30.82,1.46,11.482064114781311,0.09531017980432487,635.0590523722971
9.3,94.9,2.7,21.51,3.16,11.147512455088211,0.5306282510621704,508.82216932834206
9.8,94.5,3.6,16.83,2.6,11.211523030687408,0.6418538861723948,503.189825016365
11.4,95.6,5.1,17.69,2.4,11.204224025294373,0.4700036292457356,497.49371855331
6.5,95.5,1.3,25.16,2.51,11.537374145372539,0.09531017980432487,612.3724356957945
9.1,95.7,2.1,18.22,1.36,11.290656531066679,0.0,520.8646657242167
9.0,95.0,1.4,19.6,1.46,11.19687135246267,0.09531017980432487,489.5916665957459
11.2,94.5,4.0,20.23,1.1,11.228292073896467,0.0,561.3376880274475
6.1,98.3,1.1,23.55,0.9,11.44343604165039,0.0,597.3273809227231
5.8,98.0,2.0,30.63,0.79,11.49913075394804,0.262364264467491,624.8999919987198
10.8,95.5,2.3,22.43,2.0,11.155636046566439,0.4054651081081644,471.59304490206387
9.3,96.2,3.7,15.58,4.58,11.104370588439984,0.09531017980432487,417.73197148410844
11.0,91.0,5.4,20.33,0.81,11.226735611938384,0.5306282510621704,597.7457653551382
9.7,85.2,3.2,17.13,1.95,11.200991682716156,0.33647223662121295,517.0106381884226
